event_id,customer_id,feature,action,timestamp,session_id,user_agent
EVT-001126,CUST-466,workflow_builder,disabled,2024-03-14T09:35:33Z,9a3b2264-626b-4e7a-be49-d6cdca125168,Opera/9.12.(X11; Linux x86_64; nn-NO) Presto/2.9.172 Version/12.00
EVT-001127,CUST-423,audit_log,error,2024-03-09T02:37:23Z,aea74c2e-7146-41c1-8d04-4f6c63912604,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.0)
EVT-001128,CUST-450,audit_log,error,2024-03-27T03:14:36Z,fb87ebc5-d986-4b5f-93fc-03bc3ef3d085,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.0)
EVT-001129,CUST-092,workflow_builder,error,2024-03-01T23:16:16Z,68151f14-d6b6-4b16-9d8d-7b02bc5d618f,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.0)
EVT-001130,CUST-481,user_management,error,2024-03-17T12:40:24Z,37b3b0f6-0278-4c34-ad80-9b957af7bd84,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3; rv:1.9.2.20) Gecko/2332-09-29 00:25:29 Firefox/14.0
EVT-001131,CUST-228,custom_fields,used,2024-03-05T19:42:23Z,8cd00b4a-b6dc-4204-8ebb-1f39c37e9c25,Opera/9.39.(X11; Linux x86_64; mn-MN) Presto/2.9.167 Version/12.00
EVT-001132,CUST-316,custom_fields,viewed,2024-03-28T12:02:08Z,17edceb8-1739-4cff-8cc9-90524f52ddca,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/44.0.864.0 Safari/533.0"
EVT-001133,CUST-066,bulk_import,viewed,2024-03-14T07:48:41Z,7e203afb-e858-44f1-b2f4-4adde7e4a92a,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.1)
EVT-001134,CUST-359,integrations,viewed,2024-03-20T08:22:25Z,81b669c6-7f6c-445f-9012-d2f8c3dc13a9,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/27.0.893.0 Safari/533.1"
EVT-001135,CUST-330,automation_rules,enabled,2024-03-13T15:20:35Z,1a0c0048-7108-4569-908d-6ac75baca439,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/47.0.882.0 Safari/534.0"
EVT-001136,CUST-300,audit_log,disabled,2024-03-29T06:51:15Z,d2433439-4be7-4f76-b13a-9af7e37fb2dd,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/34.0.833.0 Safari/533.2"
EVT-001137,CUST-459,export_tools,disabled,2024-03-13T22:16:27Z,6093418a-e472-4a97-a717-855872007655,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2; rv:1.9.2.20) Gecko/4996-07-01 09:07:15 Firefox/3.8
EVT-001138,CUST-268,export_tools,used,2024-03-17T01:43:55Z,865b0427-aff3-4a65-8680-9246c9c7eb4c,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ks-IN) AppleWebKit/532.31.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.31.2"
EVT-001139,CUST-303,reporting,viewed,2024-03-01T22:36:14Z,e1bfff1a-986a-4dfa-800c-8efb7943bf07,Opera/9.19.(Windows NT 6.2; ky-KG) Presto/2.9.168 Version/10.00
EVT-001140,CUST-434,workflow_builder,error,2024-03-01T15:53:54Z,07122fb9-dcd6-458e-b457-bba69631be62,Mozilla/5.0 (Windows NT 10.0; br-FR; rv:1.9.1.20) Gecko/3844-03-25 04:32:26 Firefox/3.8
EVT-001141,CUST-096,bulk_import,disabled,2024-03-29T05:47:23Z,8d6fccd5-d64f-4187-84a9-12f749f8a292,Opera/9.84.(X11; Linux i686; ast-ES) Presto/2.9.165 Version/10.00
EVT-001142,CUST-281,user_management,enabled,2024-03-27T21:49:31Z,db422295-95a2-47e4-b513-99ed020359c1,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2172-07-30 01:27:14 Firefox/6.0
EVT-001143,CUST-270,reporting,configured,2024-03-29T19:12:58Z,6071b669-4797-4e1e-aab4-bce840f96050,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_3 rv:6.0; sq-ML) AppleWebKit/532.8.7 (KHTML, like Gecko) Version/5.0.2 Safari/532.8.7"
EVT-001144,CUST-062,custom_fields,enabled,2024-03-03T16:00:51Z,e187ab6d-2801-4e89-8f94-e2f942968a4a,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1)
EVT-001145,CUST-313,export_tools,configured,2024-03-12T06:31:21Z,380f52f3-9a87-4bf7-b2e9-da661bd572b4,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.9.4 (KHTML, like Gecko) Version/4.0.4 Safari/532.9.4"
EVT-001146,CUST-367,workflow_builder,configured,2024-03-18T18:59:17Z,6b76c990-b7f1-46e8-ae31-c7bdd4980e1d,Opera/9.55.(Windows NT 6.1; ku-TR) Presto/2.9.174 Version/10.00
EVT-001147,CUST-442,reporting,used,2024-03-19T07:19:02Z,7d3f9e08-968e-43ca-b495-aef4fa2bc70f,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1)
EVT-001148,CUST-229,reporting,used,2024-03-18T08:28:15Z,00256416-b908-403c-b3e0-72cb05fd35aa,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.28.3 (KHTML, like Gecko) Version/4.0.4 Safari/535.28.3"
EVT-001149,CUST-097,user_management,configured,2024-03-02T10:48:36Z,e7744ce2-13e7-4504-858a-ac512fa8e33b,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/3.0)
EVT-001150,CUST-372,workflow-builder,viewed,2024-03-04T11:59:54Z,928a44dd-8ace-47b7-8250-f956478cd79d,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/13.0.821.0 Safari/535.0"
EVT-001151,CUST-252,bulk_import,viewed,2024-03-05T21:33:08Z,94b58d54-67a2-4ab3-9af6-009939dd843f,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; fur-IT) AppleWebKit/535.36.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.36.3"
EVT-001152,CUST-312,integrations,error,2024-03-27T11:16:33Z,bf228ef3-9077-490f-98c9-2bb806d2af43,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.8.2 (KHTML, like Gecko) Version/5.0.3 Safari/532.8.2"
EVT-001153,CUST-489,workflow_builder,configured,2024-03-15T09:41:40Z,7f14ebb6-f78c-4ea0-be23-58f824843f73,Opera/9.45.(Windows 98; pa-PK) Presto/2.9.169 Version/12.00
EVT-001154,CUST-274,workflow_builder,error,2024-03-05T11:54:48Z,03cfaa49-e80a-46e7-90c8-f7c928f93da0,Opera/9.53.(Windows NT 6.0; id-ID) Presto/2.9.178 Version/10.00
EVT-001155,CUST-302,webhooks,used,2024-03-30T12:11:34Z,1908b1b2-cbfd-4aa6-bc69-6d179f442e7b,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ckb-IQ) AppleWebKit/532.12.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6532.12.4"
EVT-001156,CUST-362,dashboard,configured,2024-03-20T01:12:51Z,eaf590ed-a12a-4971-8239-e5a8da614a73,Opera/9.25.(Windows NT 5.01; cmn-TW) Presto/2.9.182 Version/10.00
EVT-001157,CUST-251,bulk_import,viewed,2024-03-06T03:58:15Z,3a83795d-c436-4bea-8f03-c9ad72d568d4,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/58.0.813.0 Safari/531.2"
EVT-001158,CUST-329,webhooks,viewed,2024-03-16T05:32:26Z,1ae5b384-a3cd-47bb-94f6-86bf19b1af69,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.1)
EVT-001159,CUST-123,reporting,viewed,2024-03-12T14:57:25Z,7603ccca-975e-4b27-aad5-d65a7c30761e,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_9; rv:1.9.3.20) Gecko/5993-06-22 15:17:12 Firefox/13.0
EVT-001160,CUST-298,dashboard,enabled,2024-03-03T15:43:50Z,0ea20640-f158-4598-9e15-3705df632d7a,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7; rv:1.9.3.20) Gecko/5815-06-03 21:05:56 Firefox/3.8
EVT-001161,CUST-197,integrations,used,2024-03-02T17:18:12Z,644c5b7d-95ea-4734-8925-f7fa1484e9d6,Mozilla/5.0 (Android 1.1; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0
EVT-001162,CUST-209,audit_log,configured,2024-03-30T03:39:40Z,660438cc-68ef-418f-a266-a77f0a2d8b66,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/61.0.825.0 Mobile/09F563 Safari/533.1"
EVT-001163,CUST-034,automation_rules,configured,2024-03-24T21:32:03Z,290ade9e-226c-4bcc-ad79-97059e830948,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0)
EVT-001164,CUST-258,api_gateway,enabled,2024-03-14T12:39:50Z,b1e03ca6-017b-43a5-9a28-55e361dfd243,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/40.0.816.0 Safari/534.0"
EVT-001165,CUST-010,webhooks,disabled,2024-03-17T17:45:01Z,332bad05-2c68-4589-b689-0ed43a6fd931,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1)
EVT-001166,CUST-432,audit_log,error,2024-03-09T15:27:04Z,39120821-db7d-440b-a588-7022a8b680fb,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/60.0.825.0 Safari/532.0"
EVT-001167,CUST-015,api_gateway,configured,2024-03-22T00:34:41Z,f3762c9c-7a03-4894-9cac-d5a685fad950,Opera/9.33.(X11; Linux i686; my-MM) Presto/2.9.185 Version/11.00
EVT-001168,CUST-342,bulk_import,enabled,2024-03-20T18:39:28Z,d19c2f8c-0b85-4f50-b984-80309fa935b1,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.1)
EVT-001169,CUST-327,user_management,viewed,2024-03-22T15:37:03Z,199f4960-5716-4810-9bbc-b1d653ea4b54,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0 rv:3.0; tig-ER) AppleWebKit/535.29.1 (KHTML, like Gecko) Version/4.0.4 Safari/535.29.1"
EVT-001170,CUST-214,webhooks,configured,2024-03-15T09:12:45Z,c4c1d181-13e8-422b-846f-0620c580bccf,Opera/8.74.(Windows CE; id-ID) Presto/2.9.173 Version/11.00
EVT-001171,CUST-311,api_gateway,configured,2024-03-06T03:17:34Z,416a4f9f-9295-4162-a383-3b28d2ec1379,Opera/9.38.(X11; Linux i686; eu-FR) Presto/2.9.187 Version/11.00
EVT-001172,CUST-228,export_tools,configured,2024-03-18T13:17:10Z,230656d1-c2d5-4a58-9791-aedd60e565b6,Opera/9.44.(X11; Linux i686; is-IS) Presto/2.9.165 Version/10.00
EVT-001173,CUST-385,reporting,used,2024-03-03T23:47:23Z,fab0509e-0318-41eb-a720-52b4102f236d,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/51.0.802.0 Safari/535.1"
EVT-001174,CUST-412,custom_fields,disabled,2024-03-22T23:52:12Z,4e027022-0cc6-46d1-ad66-392cac05ad5c,Opera/9.45.(X11; Linux x86_64; ce-RU) Presto/2.9.167 Version/11.00
EVT-001175,CUST-324,workflow_builder,configured,2024-03-18T11:10:25Z,656c0188-0d1d-4dbc-b500-56ea3657e50a,Opera/9.42.(Windows NT 5.2; nl-NL) Presto/2.9.190 Version/11.00
EVT-001176,CUST-423,user_management,error,2024-03-16T22:37:10Z,77a4802c-d95d-48ed-aa02-0dcae566a39e,Mozilla/5.0 (Android 1.5; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0
EVT-001177,CUST-493,api_gateway,used,2024-03-18T00:18:55Z,095863f4-e640-4c25-9663-d6d508842230,Mozilla/5.0 (Android 4.4.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0
EVT-001178,CUST-062,reporting,enabled,2024-03-30T18:07:04Z,6a2a6ffe-9298-4be4-b48b-03d8c05db544,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7904-11-10 07:34:20 Firefox/6.0
EVT-001179,CUST-379,user_management,used,2024-03-23T17:43:12Z,ad19378e-f64f-4128-ae51-988293eff8c4,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/22.0.853.0 Safari/534.0"
EVT-001180,CUST-205,api_gateway,error,2024-03-25T04:34:37Z,2861536f-4abc-4d91-965a-18c567bcd5a7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/62.0.872.0 Safari/532.2"
EVT-001181,CUST-034,bulk_import,configured,2024-03-13T09:30:59Z,309a11ec-706e-443a-89e2-3a88d1cc7531,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/59.0.868.0 Safari/533.1"
EVT-001182,CUST-091,export_tools,used,2024-03-05T01:16:50Z,1d2867a0-ad84-4afe-b8c7-7dcaa9cf94bc,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.0)
EVT-001183,CUST-050,reporting,viewed,2024-03-19T07:18:33Z,40aa3ee9-d9d5-415d-a686-9a68612e5c86,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7 rv:2.0; ga-IE) AppleWebKit/532.42.5 (KHTML, like Gecko) Version/5.0 Safari/532.42.5"
EVT-001184,CUST-476,dashboard,error,2024-03-28T01:04:21Z,07f55f28-341e-4895-8c44-c0fde13ce64d,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; es-NI) AppleWebKit/535.3.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.3.5"
EVT-001185,CUST-374,custom_fields,viewed,2024-03-13T17:28:37Z,25b5ca9a-7528-4c2c-84ec-f2fcd9c4c947,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.43.5 (KHTML, like Gecko) Version/5.0.5 Safari/535.43.5"
EVT-001186,CUST-425,bulk_import,configured,2024-03-08T22:42:21Z,67f91636-78e5-4c5b-8cc0-49ac2be6cd3f,Opera/8.40.(Windows 95; sl-SI) Presto/2.9.176 Version/10.00
EVT-001187,CUST-016,automation_rules,disabled,2024-03-25T18:30:28Z,0e8ba9bd-74cf-433f-9ebb-649f9ff979be,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2; rv:1.9.3.20) Gecko/9754-05-24 16:42:45 Firefox/3.6.9
EVT-001188,CUST-347,export_tools,used,2024-03-04T14:06:30Z,d2aac22c-67b2-4aec-b38b-9ebb91e3684c,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/35.0.828.0 Safari/532.2"
EVT-001189,CUST-404,workflow_builder,configured,2024-03-29T06:17:39Z,3e39f028-f88c-49b2-842a-2952adfed4e5,Opera/9.73.(X11; Linux x86_64; ro-RO) Presto/2.9.163 Version/11.00
EVT-001190,CUST-393,audit_log,viewed,2024-03-28T05:31:30Z,46c51d5a-5e93-4891-848c-9fe63faf5eac,Opera/8.58.(Windows 98; Win 9x 4.90; fy-NL) Presto/2.9.167 Version/11.00
EVT-001191,CUST-340,custom_fields,configured,2024-03-16T12:07:24Z,9ab4a698-76ae-4304-8e8a-4293673a38f7,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.27.3 (KHTML, like Gecko) Version/4.0.2 Safari/535.27.3"
EVT-001192,CUST-273,bulk_import,disabled,2024-03-27T17:48:03Z,9eb0a058-904d-4a50-a925-8881f61437f1,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2608-08-07 11:28:12 Firefox/3.6.15
EVT-001193,CUST-049,audit_log,configured,2024-03-19T16:49:59Z,ddef5b92-f291-4318-85f4-30f20c81cf24,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/3.0)
EVT-001194,CUST-169,audit_log,enabled,2024-03-28T20:20:14Z,8723280b-9a66-4d0a-b33c-82bf53ce8fb6,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_2; rv:1.9.6.20) Gecko/3246-06-09 19:03:57 Firefox/3.6.5
EVT-001195,CUST-142,dashboard,enabled,2024-03-24T09:27:30Z,aac8fca9-c931-465a-be06-3f4428e69d58,Mozilla/5.0 (Android 5.0; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0
EVT-001196,CUST-061,dashboard,enabled,2024-03-17T12:24:37Z,86b48979-efbb-4288-99ba-a1fd68b6daf8,Opera/9.10.(X11; Linux x86_64; os-RU) Presto/2.9.184 Version/12.00
EVT-001197,CUST-030,workflow_builder,viewed,2024-03-19T21:09:32Z,f07afab7-cb9f-42a5-bf76-f3b04f434331,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0)
EVT-001198,CUST-183,webhooks,configured,2024-03-26T19:09:04Z,129226f9-f6e0-426e-b9bc-e1005167a3df,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2023-03-12 13:44:09 Firefox/3.8
EVT-001199,CUST-105,api_gateway,used,2024-03-18T12:25:09Z,ff0df117-da0e-462a-8b3e-8d2acf7415e8,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/4.1)
EVT-001200,CUST-041,dashboard,error,2024-03-14T12:11:44Z,c79c6ed5-0005-4930-9be3-148c8cc988f3,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.1)
EVT-001201,CUST-436,api_gateway,disabled,2024-03-16T13:39:45Z,6a7dd940-88d7-42ac-b571-e282bff2653c,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/14.0w8517.0 Mobile/51U917 Safari/534.1"
EVT-001202,CUST-001,api_gateway,used,2024-03-19T07:58:53Z,bc92379c-ba9a-4c30-943c-dd5ebdf2e68f,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/32.0.815.0 Mobile/44H965 Safari/533.1"
EVT-001203,CUST-461,custom_fields,configured,2024-03-25T06:10:00Z,fe94ff67-04b4-4910-bc16-16b146bb08ea,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/15.0r3858.0 Mobile/39Y662 Safari/531.2"
EVT-001204,CUST-140,custom_fields,disabled,2024-03-21T03:52:55Z,b8ed8fe4-3427-4c22-9df0-8ae034e6ca9d,Mozilla/5.0 (Windows NT 5.1; az-AZ; rv:1.9.0.20) Gecko/3770-02-23 01:55:09 Firefox/3.8
EVT-001205,CUST-487,export_tools,disabled,2024-03-05T18:24:36Z,8db51d32-4692-457e-8980-4b4455d549a2,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.0)
EVT-001206,CUST-384,dashboard,used,2024-03-28T23:34:31Z,2fbc8b9b-3db0-4210-a63b-312bcce33ef8,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/43.0.886.0 Safari/531.2"
EVT-001207,CUST-253,reporting,used,2024-03-23T02:01:49Z,325a08ff-e538-4f54-a3fc-8e0deb250927,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/49.0.834.0 Safari/534.0"
EVT-001208,CUST-381,automation_rules,configured,2024-03-21T03:01:48Z,12dc3274-6265-455d-bfc1-1afd234b4f71,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5 rv:2.0; af-ZA) AppleWebKit/533.2.2 (KHTML, like Gecko) Version/5.1 Safari/533.2.2"
EVT-001209,CUST-289,apiGateway,enabled,2024-03-24T19:32:08Z,02241f4c-d448-4f65-af18-d5e83d1bd63a,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.0)
EVT-001210,CUST-456,integrations,configured,2024-03-16T15:38:04Z,4417639f-6dce-4bef-a21f-1f28a5a07046,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/61.0.847.0 Mobile/91B039 Safari/535.2"
EVT-001211,CUST-206,webhooks,enabled,2024-03-06T20:55:27Z,5dddf5df-98f2-4d3e-b234-83ac77ad7bd5,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/17.5z7454.0 Mobile/98O602 Safari/531.0"
EVT-001212,CUST-045,integrations,used,2024-03-26T21:30:30Z,59b33931-a116-4f53-990d-674b63a87c95,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mk-MK) AppleWebKit/532.19.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.19.7"
EVT-001213,CUST-216,audit_log,error,2024-03-30T16:02:52Z,3c1782b6-0317-401f-a140-387d684b724d,Opera/9.13.(Windows NT 10.0; mt-MT) Presto/2.9.169 Version/12.00
EVT-001214,CUST-316,bulk_import,error,2024-03-29T14:52:42Z,72ebbf83-4bdc-4595-82af-25377298dc1d,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2; rv:1.9.3.20) Gecko/3101-01-01 06:47:23 Firefox/3.6.7
EVT-001215,CUST-044,reporting,viewed,2024-03-08T12:25:48Z,43eddd87-9131-45c3-b13d-0a0f4ebe4453,"Mozilla/5.0 (Linux; Android 5.1.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/40.0.895.0 Safari/536.1"
EVT-001216,CUST-171,user_management,used,2024-03-13T21:23:12Z,1f808e1c-e29a-4f4c-a36a-76b6548148d8,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; tl-PH) AppleWebKit/532.13.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.13.3"
EVT-001217,CUST-353,user_management,used,2024-03-26T07:53:47Z,3e8e6b61-43ee-44c2-8ac4-808516b52fab,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/26.0.872.0 Safari/536.0"
EVT-001218,CUST-412,audit_log,error,2024-03-12T06:48:56Z,d0c31c50-29f3-48cf-8359-a4373d756daf,Opera/9.70.(X11; Linux x86_64; mag-IN) Presto/2.9.168 Version/10.00
EVT-001219,CUST-172,integrations,used,2024-03-21T01:09:54Z,eedc7fbf-9f38-4468-bc9c-1cd2eb1f4a1c,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9; rv:1.9.2.20) Gecko/3105-03-07 07:43:19 Firefox/3.8
EVT-001220,CUST-095,export_tools,viewed,2024-03-22T09:54:57Z,e58e1370-2078-4fea-9793-a319b0a6b1c9,Opera/8.35.(Windows NT 5.1; kok-IN) Presto/2.9.178 Version/12.00
EVT-001221,CUST-343,workflow_builder,used,2024-03-19T18:02:45Z,1fd33eeb-389c-430c-b59b-20808d15d0d3,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/17.0.853.0 Safari/531.2"
EVT-001222,CUST-134,webhooks,disabled,2024-03-13T13:52:04Z,71652926-cd7a-4c6f-acee-6d3b073d2bca,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/59.0.804.0 Safari/532.2"
EVT-001223,CUST-435,audit_log,viewed,2024-03-25T06:55:17Z,de58c75b-a5e3-4314-ace6-d9cb04bc969a,Opera/9.27.(Windows NT 10.0; lt-LT) Presto/2.9.173 Version/11.00
EVT-001224,CUST-178,workflow_builder,used,2024-03-21T09:23:54Z,009e9ed2-ed0e-4484-91b5-6e0b5f0a41ed,Opera/9.34.(X11; Linux i686; am-ET) Presto/2.9.167 Version/12.00
EVT-001225,CUST-110,workflow_builder,enabled,2024-03-08T22:21:44Z,fb6baf69-a990-4847-8223-a973ce0aaa92,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1)
EVT-001226,CUST-499,dashboard,used,2024-03-03T10:08:47Z,92dc7824-4860-421b-922b-5652ba9b0f09,Opera/8.23.(Windows NT 5.0; tcy-IN) Presto/2.9.180 Version/12.00
EVT-001227,CUST-309,integrations,disabled,2024-03-02T04:53:00Z,fb1ee55a-37b3-4f4d-ace1-36fe85d0e33a,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; br-FR) AppleWebKit/535.44.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.44.4"
EVT-001228,CUST-371,api_gateway,disabled,2024-03-08T04:57:39Z,3521279f-a96e-4559-8ce9-5a81b3c36558,Mozilla/5.0 (Android 3.1; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0
EVT-001229,CUST-058,custom_fields,disabled,2024-03-05T06:01:27Z,e3b683d4-d3a3-4339-ac31-26c04cd8054c,"Mozilla/5.0 (iPad; CPU iPad OS 17_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/18.8v8705.0 Mobile/88O223 Safari/531.2"
EVT-001230,CUST-105,workflow_builder,error,2024-03-29T05:20:31Z,f7f2194d-dead-4c99-b8f3-90f48956c35c,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1)
EVT-001231,CUST-032,user_management,configured,2024-03-06T16:26:21Z,719e5eb1-afcb-4996-adaa-664783eb9c88,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3 rv:5.0; wae-CH) AppleWebKit/533.37.7 (KHTML, like Gecko) Version/5.0.2 Safari/533.37.7"
EVT-001232,CUST-106,custom_fields,configured,2024-03-10T03:59:11Z,21e58589-6699-42fe-a25a-58c6156ba919,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/34.0.863.0 Safari/531.1"
EVT-001233,CUST-122,reporting,enabled,2024-03-29T21:48:24Z,7247fae2-8616-4c8e-a2ec-14eb0d63bcae,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0)
EVT-001234,CUST-132,automation_rules,enabled,2024-03-23T15:47:51Z,5b7f706f-0eb7-476e-aeec-50224a8a2052,"Mozilla/5.0 (Windows 98) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/62.0.865.0 Safari/534.1"
EVT-001235,CUST-060,audit_log,viewed,2024-03-16T20:32:53Z,784ec5e9-d211-4d6b-917a-a0e7d624b181,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/15.0.888.0 Safari/536.0"
